---------Preisupdate vom 09.02.2015 ----------
Artikelnr 100640 : Preis Neu => 1.60, region = 2001
Artikelnr 782409 : Preis Neu => 0.05, region = 2010
Artikelnr 782495 : Preis Neu => 0.00, region = 2010
Artikelnr 782616 : Preis Neu => 0.29, region = 2010
Artikelnr 782689 : Preis Neu => 1.05, region = 2010
Artikelnr 782720 : Preis Neu => 0.32, region = 2010
Artikelnr 782756 : Preis Neu => 0.03, region = 2010
Artikelnr 782860 : Preis Neu => 5.29, region = 2010
Artikelnr 782902 : Preis Neu => 2.95, region = 2010
Artikelnr 782926 : Preis Neu => 6.77, region = 2010
Artikelnr 782975 : Preis Neu => 0.16, region = 2010
Artikelnr 782987 : Preis Neu => 0.10, region = 2010
Artikelnr 782999 : Preis Neu => 0.11, region = 2010
Artikelnr 783025 : Preis Neu => 0.05, region = 2010
Artikelnr 783037 : Preis Neu => 0.64, region = 2010
Artikelnr 783104 : Preis Neu => 3.32, region = 2010
Artikelnr 783116 : Preis Neu => 0.25, region = 2010
Artikelnr 783128 : Preis Neu => 0.01, region = 2010
Artikelnr 783232 : Preis Neu => 0.56, region = 2010
Artikelnr 783360 : Preis Neu => 0.61, region = 2010
Artikelnr 783438 : Preis Neu => 0.44, region = 2010
Artikelnr 783451 : Preis Neu => 0.65, region = 2010
Artikelnr 783487 : Preis Neu => 1.32, region = 2010
Artikelnr 783529 : Preis Neu => 11.25, region = 2010
Artikelnr 783530 : Preis Neu => 0.18, region = 2010
Artikelnr 783578 : Preis Neu => 0.16, region = 2010
Artikelnr 783580 : Preis Neu => 4.70, region = 2010
Artikelnr 783608 : Preis Neu => 22.15, region = 2010
Artikelnr 783700 : Preis Neu => 0.04, region = 2010
Artikelnr 783724 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783736 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783785 : Preis Neu => 0.01, region = 2010
Artikelnr 783815 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783827 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783839 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783840 : Preis 0.02 => 1.60, region = 2010
Artikelnr 783918 : Preis Neu => 0.01, region = 2010
Artikelnr 783931 : Preis Neu => 6.98, region = 2010
Artikelnr 784005 : Preis Neu => 0.55, region = 2010
Artikelnr 784091 : Preis Neu => 0.09, region = 2010
Artikelnr 784121 : Preis Neu => 0.13, region = 2010
Artikelnr 784133 : Preis 19.52 => 16.59, region = 2010
Artikelnr 784169 : Preis 2.48 => 2.57, region = 2010
Artikelnr 784170 : Preis 1.60 => 1.71, region = 2010
Artikelnr 784182 : Preis Neu => 2.56, region = 2010
Artikelnr 784285 : Preis Neu => 2.13, region = 2010
Artikelnr 784303 : Preis Neu => 2.74, region = 2010
Artikelnr 784315 : Preis Neu => 0.64, region = 2010
Artikelnr 784390 : Preis 0.04 => 0.03, region = 2010
Artikelnr 784418 : Preis Neu => 22.34, region = 2010
Artikelnr 784443 : Preis Neu => 2.40, region = 2010
Artikelnr 784467 : Preis 1.86 => 1.88, region = 2010
Artikelnr 784479 : Preis Neu => 0.19, region = 2010
Artikelnr 784509 : Preis Neu => 0.06, region = 2010
Artikelnr 784601 : Preis Neu => 0.04, region = 2010
Artikelnr 784765 : Preis 3.86 => 3.95, region = 2010
Artikelnr 784790 : Preis Neu => 18.71, region = 2010
Artikelnr 784819 : Preis Neu => 0.02, region = 2010
Artikelnr 784832 : Preis Neu => 0.02, region = 2010
Artikelnr 784844 : Preis Neu => 0.02, region = 2010
Artikelnr 784868 : Preis 5.64 => 5.91, region = 2010
Artikelnr 784893 : Preis Neu => 59.30, region = 2010
Artikelnr 784900 : Preis Neu => 29.60, region = 2010
Artikelnr 784911 : Preis Neu => 22.60, region = 2010
Artikelnr 784947 : Preis Neu => 0.41, region = 2010
Artikelnr 785022 : Preis 209.86 => 209.64, region = 2010
Artikelnr 785150 : Preis Neu => 0.01, region = 2010
Artikelnr 785174 : Preis 13.48 => 11.73, region = 2010
Artikelnr 785459 : Preis 1.22 => 1.03, region = 2010
Artikelnr 785538 : Preis 52.00 => 59.72, region = 2010
Artikelnr 785540 : Preis 52.00 => 59.72, region = 2010
Artikelnr 785551 : Preis 52.00 => 59.72, region = 2010
Artikelnr 785563 : Preis 52.00 => 59.72, region = 2010
Artikelnr 785605 : Preis 17.82 => 17.71, region = 2010
Artikelnr 785642 : Preis Neu => 168.73, region = 2010
Artikelnr 785721 : Preis 1.18 => 1.39, region = 2010
Artikelnr 786774 : Preis Neu => 5.65, region = 2010
Artikelnr 786877 : Preis Neu => 325.00, region = 2010
Artikelnr 786889 : Preis Neu => 375.00, region = 2010
Artikelnr 786970 : Preis Neu => 73.09, region = 2010
Artikelnr 786993 : Preis Neu => 193.00, region = 2010
Artikelnr 787031 : Preis Neu => 39.90, region = 2010
Artikelnr 787559 : Preis Neu => 8.56, region = 2010
Artikelnr 787596 : Preis Neu => 10.01, region = 2010
Artikelnr 787602 : Preis Neu => 8.68, region = 2010
Artikelnr 787717 : Preis Neu => 0.83, region = 2010
Artikelnr 787780 : Preis 1.64 => 1.40, region = 2010
Artikelnr 787924 : Preis Neu => 0.33, region = 2010
Artikelnr 788266 : Preis Neu => 3.54, region = 2010
Artikelnr 788461 : Preis 298.68 => 308.45, region = 2010
Artikelnr 788473 : Preis 317.10 => 422.06, region = 2010
Artikelnr 789258 : Preis Neu => 0.39, region = 2010
Artikelnr 789260 : Preis 52.01 => 64.30, region = 2010
Artikelnr 789556 : Preis 1.48 => 0.64, region = 2010
Artikelnr 790071 : Preis Neu => 35.92, region = 2010
Artikelnr 790241 : Preis Neu => 7.15, region = 2010
Artikelnr 790253 : Preis Neu => 7.20, region = 2010
Artikelnr 790265 : Preis Neu => 7.90, region = 2010
Artikelnr 790484 : Preis Neu => 7.50, region = 2010
Artikelnr 790502 : Preis Neu => 55.11, region = 2010
Artikelnr 790538 : Preis 19.22 => 30.35, region = 2010
Artikelnr 790666 : Preis 12.26 => 14.05, region = 2010
Artikelnr 792092 : Preis Neu => 42.40, region = 2010
Artikelnr 792109 : Preis 2.18 => 2.33, region = 2010
Artikelnr 792110 : Preis 2.19 => 2.34, region = 2010
Artikelnr 792122 : Preis 2.19 => 2.34, region = 2010
Artikelnr 792134 : Preis 2.21 => 2.36, region = 2010
Artikelnr 792146 : Preis 2.22 => 2.37, region = 2010
Artikelnr 792158 : Preis 2.24 => 2.40, region = 2010
Artikelnr 792201 : Preis 0.68 => 1.29, region = 2010
Artikelnr 792213 : Preis 11.10 => 5.34, region = 2010
Artikelnr 792304 : Preis 55.65 => 50.24, region = 2010
Artikelnr 792316 : Preis Neu => 55.15, region = 2010
Artikelnr 792500 : Preis Neu => 0.18, region = 2010
Artikelnr 792572 : Preis Neu => 46.22, region = 2010
Artikelnr 792584 : Preis Neu => 62.89, region = 2010
Artikelnr 792596 : Preis Neu => 21.47, region = 2010
Artikelnr 792602 : Preis Neu => 748.00, region = 2010
Artikelnr 792614 : Preis Neu => 36.50, region = 2010
Artikelnr 792626 : Preis Neu => 99.70, region = 2010
Artikelnr 792638 : Preis 45.76 => 36.88, region = 2010
Artikelnr 792640 : Preis Neu => 120.00, region = 2010
Artikelnr 792651 : Preis Neu => 8.09, region = 2010
Artikelnr 792663 : Preis Neu => 4.30, region = 2010
Artikelnr 792675 : Preis 17.74 => 18.05, region = 2010
Artikelnr 792687 : Preis Neu => 2.42, region = 2010
Artikelnr 792705 : Preis 23.76 => 20.27, region = 2010
Artikelnr 792717 : Preis 4.36 => 4.13, region = 2010
Artikelnr 792729 : Preis 2.95 => 2.93, region = 2010
Artikelnr 792730 : Preis 2.28 => 1.98, region = 2010
Artikelnr 792754 : Preis Neu => 0.57, region = 2010
Artikelnr 792766 : Preis Neu => 0.68, region = 2010
Artikelnr 792778 : Preis Neu => 0.40, region = 2010
Artikelnr 792808 : Preis 1.85 => 1.52, region = 2010
Artikelnr 793023 : Preis Neu => 1.74, region = 2010
Artikelnr 793217 : Preis Neu => 0.02, region = 2010
Artikelnr 793229 : Preis Neu => 0.15, region = 2010
Artikelnr 793230 : Preis Neu => 1.24, region = 2010
Artikelnr 793321 : Preis Neu => 12.16, region = 2010
Artikelnr 793400 : Preis Neu => 7.41, region = 2010
Artikelnr 793448 : Preis Neu => 1.17, region = 2010
Artikelnr 793497 : Preis Neu => 0.13, region = 2010
Artikelnr 793552 : Preis Neu => 0.66, region = 2010
Artikelnr 793643 : Preis Neu => 0.30, region = 2010
Artikelnr 793709 : Preis Neu => 1.20, region = 2010
Artikelnr 793760 : Preis Neu => 0.59, region = 2010
Artikelnr 793801 : Preis 0.02 => 0.01, region = 2010
Artikelnr 793849 : Preis 0.02 => 0.01, region = 2010
Artikelnr 793850 : Preis Neu => 6.37, region = 2010
Artikelnr 793862 : Preis Neu => 5.32, region = 2010
Artikelnr 793874 : Preis Neu => 0.70, region = 2010
Artikelnr 794027 : Preis Neu => 1.05, region = 2010
Artikelnr 794131 : Preis Neu => 0.02, region = 2010
Artikelnr 794143 : Preis Neu => 0.02, region = 2010
Artikelnr 794155 : Preis Neu => 0.74, region = 2010
Artikelnr 794167 : Preis Neu => 0.01, region = 2010
Artikelnr 794179 : Preis Neu => 0.02, region = 2010
Artikelnr 794180 : Preis Neu => 0.02, region = 2010
Artikelnr 794192 : Preis Neu => 0.02, region = 2010
Artikelnr 794209 : Preis Neu => 0.02, region = 2010
Artikelnr 794210 : Preis Neu => 0.05, region = 2010
Artikelnr 794222 : Preis Neu => 0.03, region = 2010
Artikelnr 794234 : Preis Neu => 0.02, region = 2010
Artikelnr 794246 : Preis Neu => 0.02, region = 2010
Artikelnr 794258 : Preis Neu => 0.02, region = 2010
Artikelnr 794260 : Preis Neu => 0.02, region = 2010
Artikelnr 794271 : Preis Neu => 0.00, region = 2010
Artikelnr 794283 : Preis Neu => 0.01, region = 2010
Artikelnr 794295 : Preis Neu => 0.00, region = 2010
Artikelnr 794301 : Preis Neu => 0.00, region = 2010
Artikelnr 794313 : Preis Neu => 0.00, region = 2010
Artikelnr 794325 : Preis Neu => 0.00, region = 2010
Artikelnr 794349 : Preis Neu => 0.00, region = 2010
Artikelnr 794350 : Preis Neu => 0.00, region = 2010
Artikelnr 794362 : Preis Neu => 0.01, region = 2010
Artikelnr 794374 : Preis Neu => 0.00, region = 2010
Artikelnr 794386 : Preis Neu => 0.01, region = 2010
Artikelnr 794398 : Preis Neu => 0.00, region = 2010
Artikelnr 794404 : Preis Neu => 0.00, region = 2010
Artikelnr 794416 : Preis Neu => 0.00, region = 2010
Artikelnr 794441 : Preis Neu => 0.00, region = 2010
Artikelnr 794465 : Preis Neu => 0.01, region = 2010
Artikelnr 794477 : Preis Neu => 0.00, region = 2010
Artikelnr 794507 : Preis 0.77 => 0.68, region = 2010
Artikelnr 794532 : Preis Neu => 0.56, region = 2010
Artikelnr 794660 : Preis Neu => 0.08, region = 2010
Artikelnr 794672 : Preis Neu => 14.18, region = 2010
Artikelnr 794684 : Preis Neu => 2.45, region = 2010
Artikelnr 794702 : Preis Neu => 13.86, region = 2010
Artikelnr 794738 : Preis 0.17 => 0.09, region = 2010
Artikelnr 794787 : Preis 5.17 => 3.18, region = 2010
Artikelnr 794805 : Preis Neu => 0.05, region = 2010
Artikelnr 794817 : Preis Neu => 0.12, region = 2010
Artikelnr 794829 : Preis Neu => 0.10, region = 2010
Artikelnr 794830 : Preis Neu => 0.13, region = 2010
Artikelnr 794910 : Preis Neu => 29.65, region = 2010
Artikelnr 794969 : Preis Neu => 11.20, region = 2010
Artikelnr 794970 : Preis 5.50 => 7.80, region = 2010
Artikelnr 795019 : Preis Neu => 50.81, region = 2010
Artikelnr 795044 : Preis Neu => 34.08, region = 2010
Artikelnr 795056 : Preis Neu => 65.45, region = 2010
Artikelnr 795068 : Preis Neu => 65.45, region = 2010
Artikelnr 795093 : Preis Neu => 19.71, region = 2010
Artikelnr 795330 : Preis Neu => 7.92, region = 2010
Artikelnr 795354 : Preis Neu => 18.67, region = 2010
Artikelnr 795380 : Preis 51.55 => 60.33, region = 2010
Artikelnr 795391 : Preis Neu => 2.17, region = 2010
Artikelnr 795457 : Preis Neu => 0.09, region = 2010
Artikelnr 795469 : Preis Neu => 0.24, region = 2010
Artikelnr 795500 : Preis Neu => 8.60, region = 2010
Artikelnr 795585 : Preis Neu => 4.46, region = 2010
Artikelnr 795597 : Preis Neu => 0.09, region = 2010
Artikelnr 795615 : Preis Neu => 10.25, region = 2010
Artikelnr 795627 : Preis 51.84 => 37.45, region = 2010
Artikelnr 795743 : Preis 10.10 => 7.20, region = 2010
Artikelnr 795779 : Preis Neu => 6.52, region = 2010
Artikelnr 795792 : Preis Neu => 1.50, region = 2010
Artikelnr 795809 : Preis Neu => 15.18, region = 2010
Artikelnr 796024 : Preis Neu => 0.63, region = 2010
Artikelnr 796036 : Preis Neu => 0.63, region = 2010
Artikelnr 796048 : Preis Neu => 28.05, region = 2010
Artikelnr 796050 : Preis Neu => 2.82, region = 2010
Artikelnr 796073 : Preis Neu => 22.17, region = 2010
Artikelnr 796103 : Preis Neu => 0.14, region = 2010
Artikelnr 796140 : Preis Neu => 0.49, region = 2010
Artikelnr 796188 : Preis Neu => 0.17, region = 2010
Artikelnr 796220 : Preis Neu => 0.25, region = 2010
Artikelnr 796267 : Preis Neu => 4.40, region = 2010
Artikelnr 796279 : Preis Neu => 4.33, region = 2010
Artikelnr 796498 : Preis Neu => 0.59, region = 2010
Artikelnr 796504 : Preis Neu => 0.24, region = 2010
Artikelnr 796530 : Preis Neu => 7.73, region = 2010
Artikelnr 796590 : Preis Neu => 3.11, region = 2010
Artikelnr 796619 : Preis Neu => 1.52, region = 2010
Artikelnr 796656 : Preis Neu => 5.60, region = 2010
Artikelnr 796711 : Preis Neu => 1.84, region = 2010
Artikelnr 796760 : Preis Neu => 0.09, region = 2010
Artikelnr 796772 : Preis Neu => 0.00, region = 2010
Artikelnr 796887 : Preis Neu => 1.64, region = 2010
Artikelnr 796899 : Preis Neu => 0.09, region = 2010
Artikelnr 796966 : Preis Neu => 6.38, region = 2010
Artikelnr 797089 : Preis Neu => 2.34, region = 2010
Artikelnr 797132 : Preis 0.17 => 0.45, region = 2010
Artikelnr 797193 : Preis Neu => 9.15, region = 2010
Artikelnr 797235 : Preis Neu => 0.23, region = 2010
Artikelnr 797296 : Preis Neu => 0.02, region = 2010
Artikelnr 797302 : Preis Neu => 0.00, region = 2010
Artikelnr 797314 : Preis Neu => 0.00, region = 2010
Artikelnr 797326 : Preis Neu => 0.00, region = 2010
Artikelnr 797491 : Preis Neu => 3.73, region = 2010
Artikelnr 797612 : Preis Neu => 1.53, region = 2010
Artikelnr 797624 : Preis 5.62 => 4.85, region = 2010
Artikelnr 797648 : Preis Neu => 2.11, region = 2010
Artikelnr 797650 : Preis Neu => 1.30, region = 2010
Artikelnr 797685 : Preis Neu => 1.01, region = 2010
Artikelnr 797831 : Preis Neu => 0.17, region = 2010
Artikelnr 797880 : Preis Neu => 0.20, region = 2010
Artikelnr 797909 : Preis Neu => 0.70, region = 2010
Artikelnr 797958 : Preis Neu => 1.27, region = 2010
Artikelnr 798033 : Preis 5.00 => 4.09, region = 2010
Artikelnr 798045 : Preis 4.60 => 3.58, region = 2010
Artikelnr 798057 : Preis 5.20 => 4.84, region = 2010
Artikelnr 798069 : Preis Neu => 1.90, region = 2010
Artikelnr 798239 : Preis Neu => 60.84, region = 2010
Artikelnr 798290 : Preis Neu => 7.24, region = 2010
Artikelnr 798409 : Preis Neu => 0.43, region = 2010
Artikelnr 798501 : Preis Neu => 0.00, region = 2010
Artikelnr 798707 : Preis Neu => 1.10, region = 2010
Artikelnr 798719 : Preis Neu => 1.10, region = 2010
Artikelnr 798732 : Preis Neu => 1.10, region = 2010
Artikelnr 798756 : Preis Neu => 0.52, region = 2010
Artikelnr 798768 : Preis Neu => 0.69, region = 2010
Artikelnr 798770 : Preis Neu => 1.10, region = 2010
Artikelnr 798800 : Preis Neu => 1.06, region = 2010
Artikelnr 798811 : Preis Neu => 12.27, region = 2010
Artikelnr 798823 : Preis Neu => 4.29, region = 2010
Artikelnr 798835 : Preis Neu => 4.04, region = 2010
Artikelnr 798872 : Preis Neu => 4.81, region = 2010
Artikelnr 798884 : Preis Neu => 0.69, region = 2010
Artikelnr 799001 : Preis Neu => 0.69, region = 2010
Artikelnr 799098 : Preis Neu => 1.06, region = 2010
Artikelnr 799116 : Preis Neu => 1.10, region = 2010
Artikelnr 799153 : Preis Neu => 2.13, region = 2010
Artikelnr 799165 : Preis Neu => 1.10, region = 2010
Artikelnr 799190 : Preis Neu => 1.01, region = 2010
Artikelnr 799372 : Preis Neu => 0.32, region = 2010
Artikelnr 799578 : Preis 29.46 => 33.38, region = 2010
Artikelnr 799682 : Preis Neu => 0.41, region = 2010
Artikelnr 799712 : Preis 11.38 => 11.61, region = 2010
Artikelnr 799736 : Preis Neu => 73.44, region = 2010
Artikelnr 799773 : Preis 2.20 => 2.32, region = 2010
Artikelnr 799785 : Preis 0.24 => 0.21, region = 2010
Artikelnr 799797 : Preis 0.21 => 0.22, region = 2010
Artikelnr 799803 : Preis 2.35 => 2.47, region = 2010
Artikelnr 799815 : Preis 0.29 => 0.30, region = 2010
Artikelnr 799827 : Preis 0.50 => 0.53, region = 2010
Artikelnr 799839 : Preis 1.52 => 1.61, region = 2010
Artikelnr 799840 : Preis 0.87 => 0.91, region = 2010
Artikelnr 799888 : Preis 4.19 => 4.42, region = 2010
Artikelnr 799890 : Preis 7.33 => 7.79, region = 2010
Artikelnr 799906 : Preis 1.20 => 1.27, region = 2010
Artikelnr 799955 : Preis 0.24 => 0.21, region = 2010
Artikelnr 799980 : Preis 0.31 => 0.32, region = 2010
Artikelnr 799992 : Preis 0.99 => 0.84, region = 2010
Artikelnr 800001 : Preis Neu => 5.75, region = 2010
Artikelnr 800006 : Preis Neu => 0.05, region = 2010
Artikelnr 800007 : Preis Neu => 0.05, region = 2010
Artikelnr 800008 : Preis Neu => 0.05, region = 2010
Artikelnr 800011 : Preis Neu => 9.71, region = 2010
Artikelnr 800012 : Preis Neu => 45.59, region = 2010
Artikelnr 800014 : Preis 10.92 => 9.50, region = 2010
Artikelnr 800016 : Preis Neu => 2.45, region = 2010
Artikelnr 800018 : Preis 17.97 => 24.83, region = 2010
Artikelnr 800020 : Preis Neu => 4.25, region = 2010
Artikelnr 800026 : Preis 9.96 => 8.32, region = 2010
Artikelnr 800031 : Preis Neu => 1.76, region = 2010
Artikelnr 800032 : Preis Neu => 0.15, region = 2010
Artikelnr 800036 : Preis Neu => 0.04, region = 2010
Artikelnr 800038 : Preis Neu => 0.07, region = 2010
Artikelnr 800039 : Preis 0.30 => 0.23, region = 2010
Artikelnr 800041 : Preis Neu => 12.49, region = 2010
Artikelnr 800042 : Preis 165.59 => 287.68, region = 2010
Artikelnr 800045 : Preis Neu => 1.82, region = 2010
Artikelnr 800046 : Preis Neu => 0.68, region = 2010
Artikelnr 800047 : Preis Neu => 0.51, region = 2010
Artikelnr 800048 : Preis Neu => 0.72, region = 2010
Artikelnr 800052 : Preis Neu => 46.25, region = 2010
Artikelnr 800053 : Preis Neu => 16.36, region = 2010
Artikelnr 800054 : Preis Neu => 12.54, region = 2010
Artikelnr 800056 : Preis Neu => 0.81, region = 2010
Artikelnr 800070 : Preis Neu => 0.71, region = 2010
Artikelnr 800072 : Preis Neu => 0.15, region = 2010
Artikelnr 800076 : Preis Neu => 0.08, region = 2010
Artikelnr 800077 : Preis Neu => 0.59, region = 2010
Artikelnr 800081 : Preis Neu => 0.13, region = 2010
Artikelnr 800095 : Preis Neu => 3.45, region = 2010
Artikelnr 800099 : Preis Neu => 1.51, region = 2010
Artikelnr 800110 : Preis Neu => 2.19, region = 2010
Artikelnr 800120 : Preis 0.30 => 0.28, region = 2010
Artikelnr 800122 : Preis Neu => 12.66, region = 2010
Artikelnr 800123 : Preis Neu => 4.09, region = 2010
Artikelnr 800124 : Preis Neu => 1.46, region = 2010
Artikelnr 800125 : Preis Neu => 2.92, region = 2010
Artikelnr 800126 : Preis Neu => 7.08, region = 2010
Artikelnr 800127 : Preis Neu => 0.35, region = 2010
Artikelnr 800129 : Preis Neu => 0.19, region = 2010
Artikelnr 800132 : Preis Neu => 0.20, region = 2010
Artikelnr 800135 : Preis Neu => 0.02, region = 2010
Artikelnr 800139 : Preis Neu => 0.49, region = 2010
Artikelnr 800140 : Preis Neu => 0.95, region = 2010
Artikelnr 800141 : Preis Neu => 0.61, region = 2010
Artikelnr 800148 : Preis Neu => 11.46, region = 2010
Artikelnr 800152 : Preis Neu => 0.76, region = 2010
Artikelnr 800153 : Preis Neu => 0.29, region = 2010
Artikelnr 800154 : Preis Neu => 0.20, region = 2010
Artikelnr 800157 : Preis Neu => 0.89, region = 2010
Artikelnr 800158 : Preis Neu => 0.89, region = 2010
Artikelnr 800159 : Preis Neu => 8.54, region = 2010
Artikelnr 800160 : Preis Neu => 7.69, region = 2010
Artikelnr 800162 : Preis Neu => 0.08, region = 2010
Artikelnr 800168 : Preis Neu => 1.64, region = 2010
Artikelnr 800185 : Preis Neu => 968.00, region = 2010
Artikelnr 800186 : Preis Neu => 543.00, region = 2010
Artikelnr 800187 : Preis Neu => 239.00, region = 2010
Artikelnr 800188 : Preis Neu => 7.72, region = 2010
Artikelnr 800191 : Preis 8.12 => 7.02, region = 2010
Artikelnr 800192 : Preis Neu => 0.16, region = 2010
Artikelnr 800194 : Preis Neu => 0.14, region = 2010
Artikelnr 800198 : Preis 2.55 => 2.22, region = 2010
Artikelnr 800199 : Preis Neu => 0.06, region = 2010
Artikelnr 800203 : Preis 62.78 => 69.41, region = 2010
Artikelnr 800204 : Preis 112.48 => 118.75, region = 2010
Artikelnr 800205 : Preis Neu => 30.12, region = 2010
Artikelnr 800206 : Preis Neu => 3.52, region = 2010
Artikelnr 800207 : Preis Neu => 3.52, region = 2010
Artikelnr 800208 : Preis Neu => 3.52, region = 2010
Artikelnr 800213 : Preis 8.87 => 6.90, region = 2010
Artikelnr 800214 : Preis Neu => 3.50, region = 2010
Artikelnr 800218 : Preis Neu => 14.93, region = 2010
Artikelnr 800248 : Preis 17.83 => 1.48, region = 2010
Artikelnr 800252 : Preis Neu => 4.06, region = 2010
Artikelnr 800254 : Preis Neu => 2.40, region = 2010
Artikelnr 800257 : Preis Neu => 0.18, region = 2010
Artikelnr 800262 : Preis Neu => 0.49, region = 2010
Artikelnr 800298 : Preis Neu => 0.59, region = 2010
Artikelnr 800301 : Preis Neu => 0.22, region = 2010
Artikelnr 800302 : Preis Neu => 0.39, region = 2010
Artikelnr 800304 : Preis Neu => 15.86, region = 2010
Artikelnr 800305 : Preis Neu => 0.64, region = 2010
Artikelnr 800309 : Preis Neu => 0.23, region = 2010
Artikelnr 800310 : Preis 102.72 => 84.45, region = 2010
Artikelnr 800311 : Preis Neu => 0.13, region = 2010
Artikelnr 800316 : Preis Neu => 0.03, region = 2010
Artikelnr 800324 : Preis Neu => 0.01, region = 2010
Artikelnr 800331 : Preis Neu => 50.11, region = 2010
Artikelnr 800332 : Preis Neu => 60.84, region = 2010
Artikelnr 800333 : Preis Neu => 1.04, region = 2010
Artikelnr 800352 : Preis Neu => 0.02, region = 2010
Artikelnr 800356 : Preis 0.91 => 0.96, region = 2010
Artikelnr 800357 : Preis Neu => 7.20, region = 2010
Artikelnr 800358 : Preis Neu => 3.93, region = 2010
Artikelnr 800361 : Preis Neu => 3.93, region = 2010
Artikelnr 800362 : Preis Neu => 3.93, region = 2010
Artikelnr 800363 : Preis Neu => 3.93, region = 2010
Artikelnr 800364 : Preis Neu => 3.19, region = 2010
Artikelnr 800365 : Preis Neu => 3.19, region = 2010
Artikelnr 800366 : Preis Neu => 3.19, region = 2010
Artikelnr 800367 : Preis Neu => 3.19, region = 2010
Artikelnr 800371 : Preis Neu => 14.55, region = 2010
Artikelnr 800374 : Preis Neu => 3.79, region = 2010
Artikelnr 800382 : Preis Neu => 0.01, region = 2010
Artikelnr 800383 : Preis Neu => 0.01, region = 2010
Artikelnr 800385 : Preis Neu => 0.01, region = 2010
Artikelnr 800388 : Preis Neu => 4.14, region = 2010
Artikelnr 800398 : Preis Neu => 0.64, region = 2010
Artikelnr 800410 : Preis Neu => 0.14, region = 2010
Artikelnr 800411 : Preis Neu => 0.14, region = 2010
Artikelnr 800412 : Preis Neu => 0.07, region = 2010
Artikelnr 800413 : Preis Neu => 8.64, region = 2010
Artikelnr 800418 : Preis Neu => 11.37, region = 2010
Artikelnr 800419 : Preis Neu => 15.23, region = 2010
Artikelnr 800420 : Preis Neu => 21.68, region = 2010
Artikelnr 800421 : Preis Neu => 30.78, region = 2010
Artikelnr 800422 : Preis Neu => 44.01, region = 2010
Artikelnr 800423 : Preis Neu => 52.92, region = 2010
Artikelnr 800424 : Preis Neu => 67.77, region = 2010
Artikelnr 800425 : Preis Neu => 86.94, region = 2010
Artikelnr 800427 : Preis Neu => 96.20, region = 2010
Artikelnr 800428 : Preis Neu => 144.99, region = 2010
Artikelnr 800429 : Preis Neu => 171.45, region = 2010
Artikelnr 800430 : Preis Neu => 225.72, region = 2010
Artikelnr 800431 : Preis Neu => 276.48, region = 2010
Artikelnr 800432 : Preis Neu => 11.80, region = 2010
Artikelnr 800433 : Preis Neu => 17.66, region = 2010
Artikelnr 800434 : Preis Neu => 24.44, region = 2010
Artikelnr 800435 : Preis Neu => 24.44, region = 2010
Artikelnr 800436 : Preis Neu => 24.44, region = 2010
Artikelnr 800437 : Preis Neu => 29.43, region = 2010
Artikelnr 800439 : Preis Neu => 31.86, region = 2010
Artikelnr 800441 : Preis Neu => 43.20, region = 2010
Artikelnr 800442 : Preis Neu => 43.20, region = 2010
Artikelnr 800443 : Preis Neu => 106.83, region = 2010
Artikelnr 800444 : Preis 1.30 => 1.36, region = 2010
Artikelnr 800445 : Preis Neu => 111.74, region = 2010
Artikelnr 800446 : Preis Neu => 111.74, region = 2010
Artikelnr 800447 : Preis Neu => 8.85, region = 2010
Artikelnr 800448 : Preis Neu => 9.91, region = 2010
Artikelnr 800449 : Preis Neu => 41.04, region = 2010
Artikelnr 800452 : Preis Neu => 0.01, region = 2010
Artikelnr 800455 : Preis Neu => 0.02, region = 2010
Artikelnr 800476 : Preis Neu => 1.03, region = 2010
Artikelnr 800484 : Preis Neu => 1.43, region = 2010
Artikelnr 800486 : Preis Neu => 0.01, region = 2010
Artikelnr 800488 : Preis Neu => 0.05, region = 2010
Artikelnr 800489 : Preis Neu => 0.14, region = 2010
Artikelnr 800490 : Preis Neu => 1.65, region = 2010
Artikelnr 800491 : Preis Neu => 2.24, region = 2010
Artikelnr 800498 : Preis Neu => 11.15, region = 2010
Artikelnr 800501 : Preis Neu => 11.15, region = 2010
Artikelnr 800508 : Preis Neu => 6.06, region = 2010
Artikelnr 800512 : Preis Neu => 0.04, region = 2010
Artikelnr 800525 : Preis Neu => 3.91, region = 2010
Artikelnr 800530 : Preis Neu => 0.37, region = 2010
Artikelnr 800540 : Preis Neu => 2.08, region = 2010
Artikelnr 800544 : Preis Neu => 2.27, region = 2010
Artikelnr 800545 : Preis Neu => 2.27, region = 2010
Artikelnr 800548 : Preis Neu => 2.33, region = 2010
Artikelnr 800550 : Preis Neu => 71.45, region = 2010
Artikelnr 800551 : Preis Neu => 11.15, region = 2010
Artikelnr 800552 : Preis Neu => 2.84, region = 2010
Artikelnr 800555 : Preis Neu => 1.93, region = 2010
Artikelnr 800556 : Preis Neu => 1.31, region = 2010
Artikelnr 800557 : Preis Neu => 1.31, region = 2010
Artikelnr 800560 : Preis Neu => 1.36, region = 2010
Artikelnr 800561 : Preis Neu => 1.44, region = 2010
